,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
4468,B42,12.0,4.0,-68.59,-152.3,rosse,4/29/2022,48.0,2022.0
4469,B45,7.0,6.0,-74.51,-109.6,amune,4/29/2022,42.0,2022.0
4470,B46,10.0,4.0,-72.1,-132.8,amune,4/29/2022,40.0,2022.0
4471,B47,12.0,5.0,-73.82,-134.17,amunw,4/29/2022,60.0,2022.0
4472,B50,14.0,5.0,-65.55,-165.21,rosse,4/29/2022,70.0,2022.0
4473,C15,12.0,8.0,-65.95,143.25,wilke,4/29/2022,96.0,2022.0
4474,C18B,19.0,4.0,-66.57,89.44,amere,4/29/2022,76.0,2022.0
4475,C21B,11.0,8.0,-64.99,95.85,wilkw (grounded),4/29/2022,88.0,2022.0
4476,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),4/29/2022,22.0,2022.0
4477,C29,5.0,5.0,-66.06,142.78,wilke,4/29/2022,25.0,2022.0
4478,C30,9.0,3.0,-64.78,96.28,wilkw (grounded),4/29/2022,27.0,2022.0
4479,C31,9.0,3.0,-64.69,96.5,wilkw (grounded),4/29/2022,27.0,2022.0
4480,C33,8.0,4.0,-65.32,126.58,wilke (grounded),4/29/2022,32.0,2022.0
4481,C35,7.0,5.0,-67.33,147.88,wilke,4/29/2022,35.0,2022.0
4482,C36,22.0,15.0,-67.93,147.46,wilke (grounded),4/29/2022,330.0,2022.0
4483,C37,8.0,3.0,-65.22,101.1,wilkw,4/29/2022,24.0,2022.0
4484,C38A,10.0,8.0,-65.19,101.53,wilkw,4/29/2022,80.0,2022.0
4485,C38B,8.0,7.0,-65.0,101.68,wilkw,4/29/2022,56.0,2022.0
4486,C39,15.0,8.0,-65.68,99.61,wilkw,4/29/2022,120.0,2022.0
4487,D15A,51.0,24.0,-66.63,81.92,amere (grounded),4/29/2022,1224.0,2022.0
4488,D15B,33.0,12.0,-66.98,81.58,amere (grounded),4/29/2022,396.0,2022.0
4489,D20A,17.0,6.0,-69.41,12.16,wedde,4/29/2022,102.0,2022.0
4490,D23,8.0,6.0,-69.43,74.68,amere (grounded),4/29/2022,48.0,2022.0
4491,D26,16.0,2.0,-69.28,29.5,wedde (grounded),4/29/2022,32.0,2022.0
4492,D27,7.0,4.0,-67.47,12.78,wedde,4/29/2022,28.0,2022.0
4493,D28,29.0,19.0,-74.59,-32.26,belle,4/29/2022,551.0,2022.0
4494,D29A,15.0,9.0,-72.01,-36.64,belle,4/29/2022,135.0,2022.0
4495,D29B,13.0,7.0,-74.59,-31.12,belle,4/29/2022,91.0,2022.0
4496,D29C,13.0,6.0,-72.77,-35.41,belle,4/29/2022,78.0,2022.0
4497,D30A,37.0,11.0,-74.09,-38.76,belle,4/29/2022,407.0,2022.0
4498,D30B,10.0,5.0,-73.8,-33.84,belle,4/29/2022,50.0,2022.0
4499,D31,10.0,2.0,-73.3,-22.05,weddw,4/29/2022,20.0,2022.0
4500,A23A,40.0,34.0,-74.82,-37.84,belle,05/06/2022,1360.0,2022.0
4501,A64,9.0,8.0,-65.78,-60.27,belle,05/06/2022,72.0,2022.0
4502,A69A,10.0,9.0,-65.37,-59.04,belle,05/06/2022,90.0,2022.0
4503,A69B,10.0,5.0,-64.37,-56.16,belle,05/06/2022,50.0,2022.0
4504,A69C,10.0,3.0,-65.33,-58.71,belle,05/06/2022,30.0,2022.0
4505,A70,8.0,5.0,-65.74,-61.32,belle,05/06/2022,40.0,2022.0
4506,A74,30.0,18.0,-76.74,-44.16,belle,05/06/2022,540.0,2022.0
4507,A76A,73.0,14.0,-66.88,-55.4,belle,05/06/2022,1022.0,2022.0
4508,A76B,20.0,7.0,-70.51,-59.79,belle,05/06/2022,140.0,2022.0
4509,A76C,16.0,7.0,-68.98,-60.07,belle,05/06/2022,112.0,2022.0
4510,A77,27.0,4.0,-75.75,-30.19,belle,05/06/2022,108.0,2022.0
4511,A78,18.0,4.0,-72.92,-33.45,belle,05/06/2022,72.0,2022.0
4512,A79,9.5,3.0,-71.09,-60.49,belle,05/06/2022,28.5,2022.0
4513,B09B,24.0,8.0,-66.2,143.42,wilke,05/06/2022,192.0,2022.0
4514,B09G,11.0,7.0,-68.21,41.78,amerw,05/06/2022,77.0,2022.0
4515,B09I,12.0,6.0,-56.63,-24.36,weddw,05/06/2022,72.0,2022.0
4516,B15AB,11.0,4.0,-66.08,50.59,amerw,05/06/2022,44.0,2022.0
4517,B22A,38.0,24.0,-73.8,-109.48,amune (grounded),05/06/2022,912.0,2022.0
4518,B28,9.0,6.0,-74.36,-109.41,amune,05/06/2022,54.0,2022.0
4519,B29,11.0,5.0,-74.19,-109.55,amune,05/06/2022,55.0,2022.0
4520,B38,6.0,4.0,-77.0,-155.11,rosse,05/06/2022,24.0,2022.0
4521,B39,8.0,4.0,-76.75,-33.38,belle,05/06/2022,32.0,2022.0
4522,B42,12.0,4.0,-68.58,-152.83,rosse,05/06/2022,48.0,2022.0
4523,B45,7.0,6.0,-74.51,-109.6,amune,05/06/2022,42.0,2022.0
4524,B46,10.0,4.0,-72.49,-134.52,amune,05/06/2022,40.0,2022.0
4525,B47,12.0,5.0,-73.82,-134.17,amunw,05/06/2022,60.0,2022.0
4526,B50,14.0,5.0,-65.36,-165.0,rosse,05/06/2022,70.0,2022.0
4527,C15,12.0,8.0,-65.95,143.25,wilke,05/06/2022,96.0,2022.0
4528,C18B,19.0,4.0,-66.57,89.4,amere,05/06/2022,76.0,2022.0
4529,C21B,11.0,8.0,-64.99,95.85,wilkw (grounded),05/06/2022,88.0,2022.0
4530,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),05/06/2022,22.0,2022.0
4531,C29,5.0,5.0,-66.06,142.78,wilke,05/06/2022,25.0,2022.0
4532,C30,9.0,3.0,-64.78,96.28,wilkw (grounded),05/06/2022,27.0,2022.0
4533,C31,9.0,3.0,-64.69,96.5,wilkw (grounded),05/06/2022,27.0,2022.0
4534,C33,8.0,4.0,-65.33,126.56,wilke (grounded),05/06/2022,32.0,2022.0
4535,C35,7.0,5.0,-67.33,147.84,wilke,05/06/2022,35.0,2022.0
4536,C36,22.0,15.0,-67.93,147.46,wilke (grounded),05/06/2022,330.0,2022.0
4537,C37,8.0,3.0,-65.22,101.1,wilkw,05/06/2022,24.0,2022.0
4538,C38A,10.0,8.0,-65.19,101.53,wilkw,05/06/2022,80.0,2022.0
4539,C38B,8.0,7.0,-65.0,101.68,wilkw,05/06/2022,56.0,2022.0
4540,C39,15.0,8.0,-65.68,99.61,wilkw,05/06/2022,120.0,2022.0
4541,D15A,51.0,24.0,-66.63,81.92,amere (grounded),05/06/2022,1224.0,2022.0
4542,D15B,33.0,12.0,-66.98,81.58,amere (grounded),05/06/2022,396.0,2022.0
4543,D20A,17.0,6.0,-69.87,7.22,wedde,05/06/2022,102.0,2022.0
4544,D23,8.0,6.0,-69.43,74.68,amere (grounded),05/06/2022,48.0,2022.0
4545,D26,16.0,2.0,-69.28,29.5,wedde (grounded),05/06/2022,32.0,2022.0
4546,D27,7.0,4.0,-67.36,13.25,wedde,05/06/2022,28.0,2022.0
4547,D28,29.0,19.0,-74.57,-32.18,belle,05/06/2022,551.0,2022.0
4548,D29A,15.0,9.0,-71.76,-37.13,belle,05/06/2022,135.0,2022.0
4549,D29B,13.0,7.0,-74.61,-30.94,belle,05/06/2022,91.0,2022.0
4550,D29C,13.0,6.0,-72.56,-35.99,belle,05/06/2022,78.0,2022.0
4551,D30A,37.0,11.0,-73.97,-39.2,belle,05/06/2022,407.0,2022.0
4552,D30B,10.0,5.0,-73.68,-34.4,belle,05/06/2022,50.0,2022.0
4553,D31,10.0,2.0,-73.53,-25.68,weddw,05/06/2022,20.0,2022.0
4554,A23A,40.0,34.0,-74.78,-37.73,belle,5/13/2022,1360.0,2022.0
4555,A64,9.0,8.0,-65.78,-60.3,belle,5/13/2022,72.0,2022.0
4556,A69A,10.0,9.0,-65.36,-59.03,belle,5/13/2022,90.0,2022.0
4557,A69B,10.0,5.0,-63.97,-56.13,belle,5/13/2022,50.0,2022.0
4558,A69C,10.0,3.0,-65.33,-58.7,belle,5/13/2022,30.0,2022.0
4559,A70,8.0,5.0,-65.74,-61.32,belle,5/13/2022,40.0,2022.0
4560,A74,30.0,18.0,-76.74,-44.16,belle,5/13/2022,540.0,2022.0
4561,A76A,73.0,14.0,-66.54,-55.12,belle,5/13/2022,1022.0,2022.0
4562,A76B,20.0,7.0,-70.35,-59.83,belle,5/13/2022,140.0,2022.0
4563,A76C,16.0,7.0,-68.97,-60.03,belle,5/13/2022,112.0,2022.0
4564,A77,27.0,4.0,-76.05,-31.39,belle,5/13/2022,108.0,2022.0
4565,A78,18.0,4.0,-72.6,-34.6,belle,5/13/2022,72.0,2022.0
4566,A79,9.5,3.0,-71.09,-60.47,belle,5/13/2022,28.5,2022.0
4567,B09B,24.0,8.0,-66.2,143.41,wilke,5/13/2022,192.0,2022.0
4568,B09G,11.0,7.0,-68.17,41.87,amerw,5/13/2022,77.0,2022.0
4569,B09I,12.0,6.0,-57.77,-23.66,weddw,5/13/2022,72.0,2022.0
4570,B15AB,11.0,4.0,-66.08,50.59,amerw,5/13/2022,44.0,2022.0
4571,B22A,38.0,24.0,-73.8,-109.49,amune (grounded),5/13/2022,912.0,2022.0
4572,B28,9.0,6.0,-74.36,-109.41,amune,5/13/2022,54.0,2022.0
4573,B29,11.0,5.0,-74.19,-109.55,amune,5/13/2022,55.0,2022.0
4574,B38,6.0,4.0,-77.0,-155.11,rosse,5/13/2022,24.0,2022.0
4575,B39,8.0,4.0,-77.12,-34.46,belle,5/13/2022,32.0,2022.0
4576,B42,12.0,4.0,-68.7,-152.58,rosse,5/13/2022,48.0,2022.0
4577,B45,7.0,6.0,-74.51,-109.6,amune,5/13/2022,42.0,2022.0
4578,B46,10.0,4.0,-72.65,-136.84,amune,5/13/2022,40.0,2022.0
4579,B47,12.0,5.0,-73.82,-134.17,amunw,5/13/2022,60.0,2022.0
4580,B50,14.0,5.0,-65.28,-164.94,rosse,5/13/2022,70.0,2022.0
4581,C15,12.0,8.0,-65.96,143.25,wilke,5/13/2022,96.0,2022.0
4582,C18B,19.0,4.0,-66.57,89.4,amere,5/13/2022,76.0,2022.0
4583,C21B,11.0,8.0,-64.99,95.85,wilkw (grounded),5/13/2022,88.0,2022.0
4584,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),5/13/2022,22.0,2022.0
4585,C29,5.0,5.0,-66.06,142.78,wilke,5/13/2022,25.0,2022.0
4586,C30,9.0,3.0,-64.78,96.28,wilkw (grounded),5/13/2022,27.0,2022.0
4587,C31,9.0,3.0,-64.69,96.5,wilkw (grounded),5/13/2022,27.0,2022.0
4588,C33,8.0,4.0,-65.33,126.56,wilke (grounded),5/13/2022,32.0,2022.0
4589,C35,7.0,5.0,-67.32,147.81,wilke,5/13/2022,35.0,2022.0
4590,C36,22.0,15.0,-67.93,147.46,wilke (grounded),5/13/2022,330.0,2022.0
4591,C37,8.0,3.0,-65.22,101.1,wilkw,5/13/2022,24.0,2022.0
4592,C38A,10.0,8.0,-65.19,101.51,wilkw,5/13/2022,80.0,2022.0
4593,C38B,8.0,7.0,-64.99,101.71,wilkw,5/13/2022,56.0,2022.0
4594,C39,15.0,8.0,-65.68,99.56,wilkw,5/13/2022,120.0,2022.0
4595,D15A,51.0,24.0,-66.63,81.91,amere (grounded),5/13/2022,1224.0,2022.0
4596,D15B,33.0,12.0,-66.98,81.58,amere (grounded),5/13/2022,396.0,2022.0
4597,D20A,17.0,6.0,-69.96,6.49,wedde,5/13/2022,102.0,2022.0
4598,D23,8.0,6.0,-69.43,74.68,amere (grounded),5/13/2022,48.0,2022.0
4599,D26,16.0,2.0,-69.23,29.56,wedde (grounded),5/13/2022,32.0,2022.0
4600,D27,7.0,4.0,-67.42,13.32,wedde,5/13/2022,28.0,2022.0
4601,D28,29.0,19.0,-74.44,-32.82,belle,5/13/2022,551.0,2022.0
4602,D29A,15.0,9.0,-71.06,-37.87,belle,5/13/2022,135.0,2022.0
4603,D29B,13.0,7.0,-74.74,-32.08,belle,5/13/2022,91.0,2022.0
4604,D29C,13.0,6.0,-71.94,-36.51,belle,5/13/2022,78.0,2022.0
4605,D30A,37.0,11.0,-73.72,-40.09,belle,5/13/2022,407.0,2022.0
4606,D30B,10.0,5.0,-73.39,-36.45,belle,5/13/2022,50.0,2022.0
4607,D31,10.0,2.0,-73.64,-26.9,weddw,5/13/2022,20.0,2022.0
4608,A23A,40.0,34.0,-74.78,-37.73,belle,5/20/2022,1360.0,2022.0
4609,A64,9.0,8.0,-65.79,-60.18,belle,5/20/2022,72.0,2022.0
4610,A69A,10.0,9.0,-65.35,-58.9,belle,5/20/2022,90.0,2022.0
4611,A69B,10.0,5.0,-64.05,-55.32,belle,5/20/2022,50.0,2022.0
4612,A69C,10.0,3.0,-65.32,-58.55,belle,5/20/2022,30.0,2022.0
4613,A70,8.0,5.0,-65.77,-61.24,belle,5/20/2022,40.0,2022.0
4614,A74,30.0,18.0,-76.76,-44.17,belle,5/20/2022,540.0,2022.0
4615,A76A,73.0,14.0,-66.05,-54.51,belle,5/20/2022,1022.0,2022.0
4616,A76B,20.0,7.0,-70.21,-59.81,belle,5/20/2022,140.0,2022.0
4617,A76C,16.0,7.0,-68.93,-59.71,belle,5/20/2022,112.0,2022.0
4618,A77,27.0,4.0,-76.05,-31.14,belle,5/20/2022,108.0,2022.0
4619,A78,18.0,4.0,-72.27,-34.98,belle,5/20/2022,72.0,2022.0
4620,A79,9.5,3.0,-71.08,-60.47,belle,5/20/2022,28.5,2022.0
4621,B09B,24.0,8.0,-66.2,143.41,wilke,5/20/2022,192.0,2022.0
4622,B09G,11.0,7.0,-68.15,41.83,amerw,5/20/2022,77.0,2022.0
4623,B09I,12.0,6.0,-58.39,-22.75,weddw,5/20/2022,72.0,2022.0
4624,B15AB,11.0,4.0,-66.08,50.59,amerw,5/20/2022,44.0,2022.0
4625,B22A,38.0,24.0,-73.8,-109.49,amune (grounded),5/20/2022,912.0,2022.0
4626,B28,9.0,6.0,-74.36,-109.4,amune,5/20/2022,54.0,2022.0
4627,B29,11.0,5.0,-74.18,-109.56,amune,5/20/2022,55.0,2022.0
4628,B38,6.0,4.0,-76.99,-155.08,rosse,5/20/2022,24.0,2022.0
4629,B39,8.0,4.0,-77.15,-34.28,belle,5/20/2022,32.0,2022.0
4630,B42,12.0,4.0,-68.35,-150.8,rosse,5/20/2022,48.0,2022.0
4631,B45,7.0,6.0,-74.51,-109.6,amune,5/20/2022,42.0,2022.0
4632,B46,10.0,4.0,-72.87,-137.49,amune,5/20/2022,40.0,2022.0
4633,B47,12.0,5.0,-74.24,-134.89,amunw,5/20/2022,60.0,2022.0
4634,B50,14.0,5.0,-65.14,-165.02,rosse,5/20/2022,70.0,2022.0
4635,C15,12.0,8.0,-65.96,143.25,wilke,5/20/2022,96.0,2022.0
4636,C18B,19.0,4.0,-66.57,89.4,amere,5/20/2022,76.0,2022.0
4637,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),5/20/2022,88.0,2022.0
4638,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),5/20/2022,22.0,2022.0
4639,C29,5.0,5.0,-66.06,142.77,wilke,5/20/2022,25.0,2022.0
4640,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),5/20/2022,27.0,2022.0
4641,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),5/20/2022,27.0,2022.0
4642,C33,8.0,4.0,-65.33,126.56,wilke (grounded),5/20/2022,32.0,2022.0
4643,C35,7.0,5.0,-67.34,147.91,wilke,5/20/2022,35.0,2022.0
4644,C36,22.0,15.0,-67.93,147.56,wilke (grounded),5/20/2022,330.0,2022.0
4645,C37,8.0,3.0,-65.22,101.09,wilkw,5/20/2022,24.0,2022.0
4646,C38A,10.0,8.0,-65.2,101.52,wilkw,5/20/2022,80.0,2022.0
4647,C38B,8.0,7.0,-65.0,101.71,wilkw,5/20/2022,56.0,2022.0
4648,C39,15.0,8.0,-65.68,99.57,wilkw,5/20/2022,120.0,2022.0
4649,D15A,51.0,24.0,-66.6,82.09,amere (grounded),5/20/2022,1224.0,2022.0
4650,D15B,33.0,12.0,-66.92,81.57,amere (grounded),5/20/2022,396.0,2022.0
4651,D20A,17.0,6.0,-69.47,-0.92,wedde,5/20/2022,102.0,2022.0
4652,D23,8.0,6.0,-69.43,74.69,amere (grounded),5/20/2022,48.0,2022.0
4653,D26,16.0,2.0,-69.23,29.56,wedde (grounded),5/20/2022,32.0,2022.0
4654,D27,7.0,4.0,-67.14,12.32,wedde,5/20/2022,28.0,2022.0
4655,D28,29.0,19.0,-74.35,-34.96,belle,5/20/2022,551.0,2022.0
4656,D29A,15.0,9.0,-70.86,-37.54,belle,5/20/2022,135.0,2022.0
4657,D29B,13.0,7.0,-74.79,-33.48,belle,5/20/2022,91.0,2022.0
4658,D29C,13.0,6.0,-71.71,-36.65,belle,5/20/2022,78.0,2022.0
4659,D30A,37.0,11.0,-73.52,-41.34,belle,5/20/2022,407.0,2022.0
4660,D30B,10.0,5.0,-73.28,-36.78,belle,5/20/2022,50.0,2022.0
4661,D31,10.0,2.0,-73.52,-30.36,weddw,5/20/2022,20.0,2022.0
4662,A23A,40.0,34.0,-74.77,-38.53,belle,06/03/2022,1360.0,2022.0
4663,A64,9.0,8.0,-65.75,-60.19,belle,06/03/2022,72.0,2022.0
4664,A69A,10.0,9.0,-65.32,-58.78,belle,06/03/2022,90.0,2022.0
4665,A69B,10.0,5.0,-63.98,-55.72,belle,06/03/2022,50.0,2022.0
4666,A69C,10.0,3.0,-65.1,-58.27,belle,06/03/2022,30.0,2022.0
4667,A70,8.0,5.0,-65.77,-61.24,belle,06/03/2022,40.0,2022.0
4668,A74,30.0,18.0,-76.9,-45.73,belle,06/03/2022,540.0,2022.0
4669,A76A,73.0,14.0,-64.92,-54.16,belle,06/03/2022,1022.0,2022.0
4670,A76B,20.0,7.0,-69.71,-59.86,belle,06/03/2022,140.0,2022.0
4671,A76C,16.0,7.0,-68.41,-59.62,belle,06/03/2022,112.0,2022.0
4672,A77,27.0,4.0,-76.41,-31.77,belle,06/03/2022,108.0,2022.0
4673,A78,18.0,4.0,-72.12,-36.98,belle,06/03/2022,72.0,2022.0
4674,A79,4.0,3.0,-71.02,-60.46,belle,06/03/2022,12.0,2022.0
4675,B09B,24.0,8.0,-66.21,143.41,wilke,06/03/2022,192.0,2022.0
4676,B09G,11.0,7.0,-68.16,41.82,amerw,06/03/2022,77.0,2022.0
4677,B09I,8.0,3.0,-57.88,-22.64,weddw,06/03/2022,24.0,2022.0
4678,B15AB,11.0,4.0,-66.08,50.59,amerw,06/03/2022,44.0,2022.0
4679,B22A,38.0,24.0,-73.81,-109.51,amune (grounded),06/03/2022,912.0,2022.0
4680,B28,9.0,6.0,-74.35,-109.52,amune,06/03/2022,54.0,2022.0
4681,B29,11.0,5.0,-74.16,-109.68,amune,06/03/2022,55.0,2022.0
4682,B38,6.0,4.0,-76.99,-155.1,rosse,06/03/2022,24.0,2022.0
4683,B39,8.0,4.0,-77.54,-35.07,belle,06/03/2022,32.0,2022.0
4684,B42,12.0,4.0,-67.55,-150.44,rosse,06/03/2022,48.0,2022.0
4685,B45,7.0,6.0,-74.51,-109.6,amune,06/03/2022,42.0,2022.0
4686,B46,10.0,4.0,-73.73,-137.76,amune,06/03/2022,40.0,2022.0
4687,B47,12.0,5.0,-73.86,-134.15,amunw,06/03/2022,60.0,2022.0
4688,B50,14.0,5.0,-64.69,-164.65,rosse,06/03/2022,70.0,2022.0
4689,C15,12.0,8.0,-65.96,143.25,wilke,06/03/2022,96.0,2022.0
4690,C18B,19.0,4.0,-66.58,89.36,amere,06/03/2022,76.0,2022.0
4691,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),06/03/2022,88.0,2022.0
4692,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),06/03/2022,22.0,2022.0
4693,C29,5.0,5.0,-66.06,142.77,wilke,06/03/2022,25.0,2022.0
4694,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),06/03/2022,27.0,2022.0
4695,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),06/03/2022,27.0,2022.0
4696,C33,8.0,4.0,-65.33,126.56,wilke (grounded),06/03/2022,32.0,2022.0
4697,C35,7.0,5.0,-67.33,147.85,wilke,06/03/2022,35.0,2022.0
4698,C36,22.0,15.0,-67.94,147.49,wilke (grounded),06/03/2022,330.0,2022.0
4699,C37,8.0,3.0,-65.23,101.07,wilkw,06/03/2022,24.0,2022.0
4700,C38A,10.0,8.0,-65.22,101.44,wilkw,06/03/2022,80.0,2022.0
4701,C38B,8.0,7.0,-64.96,101.77,wilkw,06/03/2022,56.0,2022.0
4702,C39,15.0,8.0,-65.68,99.55,wilkw,06/03/2022,120.0,2022.0
4703,D15A,51.0,24.0,-66.63,81.91,amere (grounded),06/03/2022,1224.0,2022.0
4704,D15B,33.0,12.0,-66.97,81.59,amere (grounded),06/03/2022,396.0,2022.0
4705,D20A,14.0,5.0,-70.52,-9.26,weddw,06/03/2022,70.0,2022.0
4706,D23,8.0,6.0,-69.43,74.69,amere (grounded),06/03/2022,48.0,2022.0
4707,D26,16.0,2.0,-69.23,29.56,wedde (grounded),06/03/2022,32.0,2022.0
4708,D27,7.0,4.0,-67.05,11.11,wedde,06/03/2022,28.0,2022.0
4709,D28,29.0,19.0,-74.26,-37.72,belle,06/03/2022,551.0,2022.0
4710,D29A,15.0,9.0,-70.72,-38.19,belle,06/03/2022,135.0,2022.0
4711,D29B,13.0,7.0,-74.45,-35.97,belle,06/03/2022,91.0,2022.0
4712,D29C,13.0,6.0,-71.48,-37.74,belle,06/03/2022,78.0,2022.0
4713,D30A,37.0,11.0,-73.21,-42.84,belle,06/03/2022,407.0,2022.0
4714,D30B,10.0,5.0,-73.22,-39.14,belle,06/03/2022,50.0,2022.0
4715,D31,10.0,2.0,-73.5,-33.17,belle,06/03/2022,20.0,2022.0
4716,,,,,,,,,
4717,,,,,,,,,
4718,A23A,40.0,34.0,-74.79,-38.83,belle,06/10/2022,1360.0,2022.0
4719,A64,9.0,8.0,-65.77,-59.79,belle,06/10/2022,72.0,2022.0
4720,A69A,10.0,9.0,-65.33,-58.26,belle,06/10/2022,90.0,2022.0
4721,A69B,10.0,5.0,-64.06,-54.97,belle,06/10/2022,50.0,2022.0
4722,A69C,10.0,3.0,-65.23,-57.65,belle,06/10/2022,30.0,2022.0
4723,A70,8.0,5.0,-65.78,-61.21,belle,06/10/2022,40.0,2022.0
4724,A74A,30.0,18.0,-76.9,-45.89,belle,06/10/2022,540.0,2022.0
4725,A74B,8.0,4.0,-76.75,-44.91,belle,06/10/2022,32.0,2022.0
4726,A76A,73.0,14.0,-64.5,-53.69,belle,06/10/2022,1022.0,2022.0
4727,A76B,20.0,7.0,-69.59,-59.89,belle,06/10/2022,140.0,2022.0
4728,A76C,16.0,7.0,-68.28,-59.42,belle,06/10/2022,112.0,2022.0
4729,A77,27.0,4.0,-76.84,-32.61,belle,06/10/2022,108.0,2022.0
4730,A78,18.0,4.0,-72.5,-37.27,belle,06/10/2022,72.0,2022.0
4731,B09B,24.0,8.0,-66.21,143.41,wilke,06/10/2022,192.0,2022.0
4732,B09G,11.0,7.0,-68.15,41.87,amerw,06/10/2022,77.0,2022.0
4733,B09I,8.0,3.0,-57.07,-22.4,weddw,06/10/2022,24.0,2022.0
4734,B15AB,11.0,4.0,-66.08,50.6,amerw,06/10/2022,44.0,2022.0
4735,B22A,38.0,24.0,-73.8,-109.51,amune (grounded),06/10/2022,912.0,2022.0
4736,B28,9.0,6.0,-74.29,-109.55,amune,06/10/2022,54.0,2022.0
4737,B29,11.0,5.0,-74.1,-109.89,amune,06/10/2022,55.0,2022.0
4738,B38,6.0,4.0,-76.99,-155.1,rosse,06/10/2022,24.0,2022.0
4739,B39,8.0,4.0,-77.78,-36.13,belle,06/10/2022,32.0,2022.0
4740,B42,12.0,4.0,-67.44,-150.4,rosse,06/10/2022,48.0,2022.0
4741,B45,7.0,6.0,-74.47,-109.7,amune,06/10/2022,42.0,2022.0
4742,B46,10.0,4.0,-73.73,-137.76,amune,06/10/2022,40.0,2022.0
4743,B47,12.0,5.0,-73.86,-134.15,amunw,06/10/2022,60.0,2022.0
4744,B50,14.0,5.0,-64.69,-164.65,rosse,06/10/2022,70.0,2022.0
4745,C15,12.0,8.0,-65.96,143.25,wilke,06/10/2022,96.0,2022.0
4746,C18B,19.0,4.0,-66.57,89.37,amere,06/10/2022,76.0,2022.0
4747,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),06/10/2022,88.0,2022.0
4748,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),06/10/2022,22.0,2022.0
4749,C29,5.0,5.0,-66.06,142.77,wilke,06/10/2022,25.0,2022.0
4750,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),06/10/2022,27.0,2022.0
4751,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),06/10/2022,27.0,2022.0
4752,C33,8.0,4.0,-65.34,126.58,wilke (grounded),06/10/2022,32.0,2022.0
4753,C35,7.0,5.0,-67.33,147.85,wilke,06/10/2022,35.0,2022.0
4754,C36,22.0,15.0,-67.94,147.49,wilke (grounded),06/10/2022,330.0,2022.0
4755,C37,8.0,3.0,-65.23,101.07,wilkw,06/10/2022,24.0,2022.0
4756,C38A,10.0,8.0,-65.22,101.43,wilkw,06/10/2022,80.0,2022.0
4757,C38B,8.0,7.0,-64.96,101.78,wilkw,06/10/2022,56.0,2022.0
4758,C39,15.0,8.0,-65.67,99.55,wilkw,06/10/2022,120.0,2022.0
4759,D15A,51.0,24.0,-66.63,81.9,amere (grounded),06/10/2022,1224.0,2022.0
4760,D15B,33.0,12.0,-66.97,81.59,amere (grounded),06/10/2022,396.0,2022.0
4761,D20A,14.0,5.0,-70.06,-9.71,weddw,06/10/2022,70.0,2022.0
4762,D23,8.0,6.0,-69.43,74.69,amere (grounded),06/10/2022,48.0,2022.0
4763,D26,16.0,2.0,-69.23,29.55,wedde (grounded),06/10/2022,32.0,2022.0
4764,D27,7.0,4.0,-66.78,11.53,wedde,06/10/2022,28.0,2022.0
4765,D28,29.0,19.0,-74.27,-38.39,belle,06/10/2022,551.0,2022.0
4766,D29A,15.0,9.0,-71.0,-37.69,belle,06/10/2022,135.0,2022.0
4767,D29B,13.0,7.0,-74.54,-37.32,belle,06/10/2022,91.0,2022.0
4768,D29C,13.0,6.0,-71.89,-37.55,belle,06/10/2022,78.0,2022.0
4769,D30A,37.0,11.0,-73.32,-42.64,belle,06/10/2022,407.0,2022.0
4770,D30B,10.0,5.0,-73.72,-39.54,belle,06/10/2022,50.0,2022.0
4771,D31,10.0,2.0,-74.06,-33.42,belle,06/10/2022,20.0,2022.0
4772,A23A,40.0,34.0,-74.79,-38.83,belle,06/10/2022,1360.0,2022.0
4773,A64,9.0,8.0,-65.77,-59.79,belle,06/10/2022,72.0,2022.0
4774,A69A,10.0,9.0,-65.33,-58.26,belle,06/10/2022,90.0,2022.0
4775,A69B,10.0,5.0,-64.06,-54.97,belle,06/10/2022,50.0,2022.0
4776,A69C,10.0,3.0,-65.23,-57.65,belle,06/10/2022,30.0,2022.0
4777,A70,8.0,5.0,-65.78,-61.21,belle,06/10/2022,40.0,2022.0
4778,A74A,30.0,18.0,-76.9,-45.89,belle,06/10/2022,540.0,2022.0
4779,A74B,8.0,4.0,-76.75,-44.91,belle,06/10/2022,32.0,2022.0
4780,A76A,73.0,14.0,-64.5,-53.69,belle,06/10/2022,1022.0,2022.0
4781,A76B,20.0,7.0,-69.59,-59.89,belle,06/10/2022,140.0,2022.0
