Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
D30A,37,11,-74.46,-27.81,weddw,12/10/2021,407
D30B,10,5,-72.71,-19.6,weddw,12/10/2021,50
A23A,40,34,-75.85,-40.81,belle,12/17/2021,1360
A64,11,8,-67.06,-60.19,belle,12/17/2021,88
A69A,10,9,-67.06,-59.69,belle,12/17/2021,90
A69B,10,5,-66.56,-58.87,belle,12/17/2021,50
A69C,10,3,-66.74,-59.02,belle,12/17/2021,30
A70,8,5,-67.19,-60.51,belle,12/17/2021,40
A74,30,18,-77.57,-36.28,belle,12/17/2021,540
A76A,73,14,-72.74,-58.83,belle,12/17/2021,1022
A76B,20,7,-73.41,-59.44,belle,12/17/2021,140
A76C,16,7,-70.22,-60.02,belle,12/17/2021,112
A77,27,4,-74.71,-26.18,weddw,12/17/2021,108
A78,18,4,-70.18,-9.33,weddw,12/17/2021,72
B09B,24,8,-66.26,143.4,wilke,12/17/2021,192
B09G,11,7,-68.19,41.82,amerw,12/17/2021,77
B09I,12,6,-58.57,-31.2,belle,12/17/2021,72
B15AB,11,4,-66.08,50.59,amerw,12/17/2021,44
B22A,38,24,-73.89,-109.4,amune (grounded),12/17/2021,912
B28,9,6,-74.65,-108.77,amune (grounded),12/17/2021,54
B29,11,5,-74.48,-108.92,amune (grounded),12/17/2021,55
B38,6,4,-77.01,-155.06,rosse (grounded),12/17/2021,24
B39,8,4,-74.98,-27.04,weddw,12/17/2021,32
B40,6,5,-65.6,132.15,wilke,12/17/2021,30
B42,12,4,-71.61,-149.69,amunw,12/17/2021,48
B45,7,6,-74.67,-109.32,amune (grounded),12/17/2021,42
B46,10,4,-71.19,-132.84,amune,12/17/2021,40
B47,12,5,-73.86,-134.03,amunw,12/17/2021,60
B50,15,6,-68.49,-165.97,rosse,12/17/2021,90
C15,12,8,-65.96,143.27,wilke,12/17/2021,96
C18B,19,4,-66.59,89.55,amere (grounded),12/17/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),12/17/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),12/17/2021,22
C29,5,5,-66.08,142.83,wilke,12/17/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/17/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),12/17/2021,27
C33,8,4,-65.42,126.6,wilke (grounded),12/17/2021,32
C35,7,5,-67.35,147.99,wilke,12/17/2021,35
C36,22,15,-67.94,147.48,wilke (grounded),12/17/2021,330
D15A,51,24,-66.63,81.92,amere (grounded),12/17/2021,1224
D15B,33,12,-66.98,81.58,amere (grounded),12/17/2021,396
D20A,19,9,-69.84,26.96,wedde,12/17/2021,171
D23,8,6,-69.43,74.68,amere (grounded),12/17/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),12/17/2021,38
D27,8,5,-69.53,26.79,wedde,12/17/2021,40
D28,29,19,-73.51,-22.92,weddw,12/17/2021,551
D29A,15,9,-73.81,-22.27,weddw,12/17/2021,135
D29B,13,7,-70.79,-10.8,weddw,12/17/2021,91
D29C,13,6,-73.35,-21.88,weddw,12/17/2021,78
D30A,37,11,-74.72,-27.99,weddw,12/17/2021,407
D30B,10,5,-73.1,-20.51,weddw,12/17/2021,50
A23A,40,34,-75.85,-40.81,belle,12/24/2021,1360
A64,11,8,-67.01,-60.08,belle,12/24/2021,88
A69A,10,9,-66.97,-59.68,belle,12/24/2021,90
A69B,10,5,-66.53,-58.96,belle,12/24/2021,50
A69C,10,3,-66.72,-59.05,belle,12/24/2021,30
A70,8,5,-67.11,-60.43,belle,12/24/2021,40
A74,30,18,-77.59,-36.95,belle,12/24/2021,540
A76A,73,14,-72.52,-58.57,belle,12/24/2021,1022
A76B,20,7,-73.18,-59.23,belle,12/24/2021,140
A76C,16,7,-70.12,-60.16,belle,12/24/2021,112
A77,27,4,-74.79,-26.45,weddw,12/24/2021,108
A78,18,4,-70.67,-10.34,weddw,12/24/2021,72
B09B,24,8,-66.26,143.4,wilke,12/24/2021,192
B09G,11,7,-68.19,41.82,amerw,12/24/2021,77
B09I,12,6,-58.18,-30.66,belle,12/24/2021,72
B15AB,11,4,-66.08,50.59,amerw,12/24/2021,44
B22A,38,24,-73.89,-109.4,amune (grounded),12/24/2021,912
B28,9,6,-74.65,-108.77,amune (grounded),12/24/2021,54
B29,11,5,-74.48,-108.92,amune (grounded),12/24/2021,55
B38,6,4,-77.01,-155.06,rosse (grounded),12/24/2021,24
B39,8,4,-75.43,-28.31,weddw,12/24/2021,32
